variant,data_source,num_focuses,focus_values,num_reps,img_w,img_h,n_subapertures,avg_ms,median_ms,min_ms,max_ms,avg_cycles,median_cycles,min_cycles,max_cycles,cycles_per_pixel,mpixels_s,membw_gbs,avg_l1d_loads,avg_l1d_misses,avg_l1d_miss_rate,avg_l1d_stores,avg_l1i_misses,avg_dtlb_loads,avg_dtlb_load_misses,avg_dtlb_load_miss_rate,avg_dtlb_stores,avg_dtlb_store_misses,avg_dtlb_store_miss_rate,avg_llc_loads,avg_llc_misses,avg_llc_miss_rate,avg_llc_stores,avg_llc_store_misses,avg_llc_store_miss_rate,avg_itlb_load_misses,avg_major_page_faults,avg_minor_page_faults,avg_branch_instr,avg_branch_misses,branch_miss_rate,avg_instructions,ipc
gen_512x10752_bench2,generated 512*10752,1,"6.7",2,512,10752,289,7221.846824,7224.722798,7218.970850,7224.722798,17471735736,17478693548,17464777924,17478693548,3173.780121,0.762274,0.660891,6267017458.000000,160587458.500000,0.025624,1196366146.000000,9173.500000,3602007638.500000,7216.500000,0.000002,1196466515.000000,131.500000,0.000000,442329.000000,141083.000000,0.318955,35180.000000,27369.000000,0.777970,195.500000,0.000000,1271.500000,713599033.500000,1171504.000000,0.001642,21441787564.000000,1.227227
gen_512x11264_bench2,generated 512*11264,1,"6.7",2,512,11264,289,7575.661827,7577.194912,7574.128742,7577.194912,18327726834,18331435812,18324017856,18331435812,3177.942247,0.761276,0.660026,6570113888.500000,167974352.500000,0.025566,1253752738.000000,9107.000000,3767352347.000000,17436.500000,0.000005,1250365775.000000,223.000000,0.000000,454912.000000,149680.000000,0.329031,52773.500000,37215.500000,0.705193,461.500000,0.000000,1368.500000,748381744.500000,1228878.000000,0.001642,22462826976.500000,1.225620
gen_512x11776_bench2,generated 512*11776,1,"6.7",2,512,11776,289,7910.516578,7914.269710,7906.763447,7914.269710,19137806607,19146886507,19128726707,19146886507,3174.127762,0.762189,0.660818,6874604172.500000,176209716.500000,0.025632,1308724345.500000,9161.500000,3937916974.000000,4723.000000,0.000001,1306488172.000000,93.500000,0.000000,485346.000000,155230.500000,0.319835,38772.000000,37354.500000,0.963440,274.000000,0.000000,1211.000000,783559377.000000,1282135.500000,0.001636,23443696478.500000,1.224994
gen_512x12288_bench2,generated 512*12288,1,"6.7",2,512,12288,289,8268.147360,8290.791443,8245.503276,8290.791443,20002943303,20057725627,19948160980,20057725627,3179.382213,0.760927,0.659724,7192535816.500000,183776651.500000,0.025551,1360205263.000000,10267.500000,4101418026.500000,4778.000000,0.000001,1365156784.500000,242.000000,0.000000,496506.500000,159088.500000,0.320416,41141.000000,41763.500000,1.015131,66.500000,0.000000,1308.000000,818874465.500000,1344638.000000,0.001642,24559808199.500000,1.227810
gen_512x12800_bench2,generated 512*12800,1,"6.7",2,512,12800,289,8588.924115,8592.185413,8585.662818,8592.185413,20779738922,20787629190,20771848655,20787629190,3170.736530,0.763029,0.661546,7480290418.000000,191596642.000000,0.025614,1422018410.000000,10347.500000,4273890745.500000,3881.500000,0.000001,1421722554.000000,63.500000,0.000000,530774.500000,178218.000000,0.335770,61328.500000,74119.500000,1.208565,41.000000,0.000000,1150.500000,850840638.000000,1396156.500000,0.001641,25525718618.500000,1.228395
gen_512x13312_bench2,generated 512*13312,1,"6.7",2,512,13312,289,8936.360960,8936.952712,8935.769208,8936.952712,21620309309,21621740972,21618877646,21621740972,3172.112877,0.762698,0.661259,7770085617.000000,198919824.500000,0.025601,1480298119.500000,10582.000000,4448832551.000000,10722.500000,0.000002,1477749211.000000,4803.500000,0.000003,536731.000000,209034.000000,0.389458,42843.000000,42196.500000,0.984910,45.000000,0.000000,1247.500000,886225807.500000,1449975.500000,0.001636,26492691905.500000,1.225361
gen_512x13824_bench2,generated 512*13824,1,"6.7",2,512,13824,289,9308.567488,9316.452112,9300.682864,9316.452112,22520698567,22539774246,22501622888,22539774246,3181.838787,0.760363,0.659235,8087259464.000000,207031345.500000,0.025600,1533675488.500000,11459.500000,4609553187.500000,5083.500000,0.000001,1536115156.500000,2628.500000,0.000002,572457.500000,184645.000000,0.322548,43424.000000,42585.500000,0.980690,651.500000,0.000000,1346.500000,922354387.500000,1515085.500000,0.001643,27587257024.000000,1.224973
gen_512x14336_bench2,generated 512*14336,1,"6.7",2,512,14336,289,9640.975655,9672.243292,9609.708018,9672.243292,23324861016,23400508265,23249213767,23400508265,3177.760126,0.761337,0.660079,8372517771.000000,214917376.500000,0.025669,1593007463.000000,14184.000000,4791625456.000000,4063.000000,0.000001,1588820162.500000,12834.500000,0.000008,578592.500000,216347.500000,0.373920,43310.000000,46029.500000,1.062792,494.000000,0.000000,1187.000000,954802103.000000,1567492.500000,0.001642,28516842200.000000,1.222594
gen_512x14848_bench2,generated 512*14848,1,"6.7",2,512,14848,289,9996.618819,10007.087451,9986.150188,10007.087451,24185339344,24210666648,24160012040,24210666648,3181.370616,0.760475,0.659332,8666489825.500000,223049961.500000,0.025737,1654666675.000000,11703.500000,4957059221.000000,4337.000000,0.000001,1643789495.000000,235006.500000,0.000143,614660.500000,234242.000000,0.381092,3505.500000,2717.000000,0.775068,6494.000000,0.000000,17637.000000,988117551.500000,1621496.500000,0.001641,29522335738.000000,1.220671
gen_512x15360_bench2,generated 512*15360,1,"6.7",2,512,15360,289,10329.815138,10346.079228,10313.551048,10346.079228,24991321630,25030669972,24951973288,25030669972,3177.810876,0.761322,0.660067,8962921663.500000,229523564.000000,0.025608,1708290970.000000,11755.000000,5139619036.500000,7409.500000,0.000001,1705243413.500000,169919.000000,0.000100,604533.000000,221092.500000,0.365724,50118.000000,25715.000000,0.513089,5401.000000,0.000000,18245.000000,1022626010.000000,1679164.000000,0.001642,30564491911.500000,1.223004
gen_512x15872_bench2,generated 512*15872,1,"6.7",2,512,15872,289,11008.253050,11305.466705,10711.039395,11305.466705,26632691280,27351751741,25913630819,27351751741,3277.279181,0.738216,0.640033,9271862922.500000,238795906.500000,0.025755,1763068780.000000,19303.000000,5300640260.500000,313026.500000,0.000059,1760167296.500000,68394.500000,0.000039,775988.000000,306703.500000,0.395243,54739.500000,52145.000000,0.952603,3057.500000,1532.500000,20562.000000,1057950971.000000,1734592.000000,0.001640,31672398225.500000,1.189230
gen_512x16384_bench2,generated 512*16384,1,"6.7",2,512,16384,289,14617.799570,14983.014817,14252.584322,14983.014817,35365510707,36249092651,34481928764,36249092651,4215.897406,0.573863,0.497539,9547123543.500000,247981268.500000,0.025974,1845680514.000000,76017.000000,5446571874.000000,661455.500000,0.000121,1789546919.500000,19830.500000,0.000011,983690.500000,519994.500000,0.528616,48676.500000,56972.000000,1.170421,26416.000000,26082.000000,148106.000000,1088306541.000000,1805720.000000,0.001659,32676767184.000000,0.923973
